nome,sobrenome,disciplina,professor,nota
Maria,King,geografia,Ruth,B
Ian,White,espanhol,Robert,B
Ian,White,geografia,Dorothy,B
Ian,White,biologia,William,B
Gavin,Walsh,sociologia,Bertie,A
Gavin,Walsh,espanhol,Robert,B
Amy,Harris,biologia,Sarah,C
Amy,Harris,geografia,Ruth,B
Robert,Sharp,ingles,Karen,A
Robert,Sharp,biologia,William,D
Robert,Paige,espanhol,Robert,B
Robert,Paige,ingles,Michael,C
Robert,Paige,matematica,Paul,D
Owen,Bailey,artes,Brian,B
Owen,Bailey,filosofia,George,C
Owen,Bailey,sociologia,Bertie,B
Edward,Ferguson,espanhol,Robert,D
Edward,Ferguson,ingles,Susan,C
Edward,Ferguson,ciencias,Donna,B
Joshua,Hudson,portugues,Elizabeth,A
Joshua,Hudson,ciencias,Donna,D
Joshua,Hudson,filosofia,George,A
Chloe,Kerr,filosofia,George,D
Chloe,Kerr,geografia,Dorothy,D
Chloe,Kerr,portugues,James,A
Deirdre,Metcalfe,geografia,Ruth,C
Deirdre,Metcalfe,portugues,Margaret,C
Luke,Jones,ciencias,Donna,B
Luke,Jones,historia,Carol,D
Luke,Jones,artes,Brian,B
Evan,Metcalfe,geografia,Ruth,D
Evan,Metcalfe,artes,Kenneth,C
Evan,Metcalfe,filosofia,George,B
Dominic,Walsh,espanhol,Robert,D
Dominic,Walsh,artes,Brian,A
Dominic,Walsh,portugues,Margaret,B
Sonia,Henderson,portugues,James,C
Sonia,Henderson,filosofia,George,A
Sonia,Henderson,artes,Kenneth,A
Keith,Buckland,historia,Carol,C
Keith,Buckland,sociologia,Bertie,B
Keith,Buckland,biologia,William,D
Piers,Dickens,espanhol,Robert,B
Piers,Dickens,geografia,Ruth,D
Piers,Dickens,filosofia,George,C
Brandon,Hunter,historia,Carol,A
Brandon,Hunter,geografia,Ruth,B
Brandon,Hunter,artes,Kenneth,C
Anthony,Parsons,geografia,Dorothy,B
Anthony,Parsons,biologia,William,A
Anthony,Parsons,espanhol,Robert,C
Andrea,Hudson,biologia,Sarah,A
Andrea,Hudson,filosofia,George,A
Andrea,Hudson,sociologia,Bertie,C
Lisa,Hart,geografia,Ruth,C
Lisa,Hart,filosofia,George,B
Lisa,Hart,sociologia,Bertie,B
Adrian,Underwood,sociologia,Bertie,C
Adrian,Underwood,artes,Kenneth,C
Adrian,Underwood,ciencias,Donna,B
Wendy,Arnold,geografia,Dorothy,D
Wendy,Arnold,matematica,John,A
Wendy,Arnold,espanhol,Robert,D
Tim,Parsons,geografia,Dorothy,B
Tim,Parsons,ciencias,Donna,B
Tim,Parsons,artes,Brian,A
Steven,Miller,espanhol,Robert,C
Steven,Miller,filosofia,George,D
Steven,Miller,biologia,William,C
Diane,Greene,filosofia,George,A
Diane,Greene,geografia,Dorothy,C
Madeleine,Slater,espanhol,Robert,A
Madeleine,Slater,historia,Carol,A
Madeleine,Slater,artes,Kenneth,D
Jane,Paige,artes,Kenneth,B
Jane,Paige,ciencias,Donna,C
Jane,Paige,ingles,Karen,B
Neil,Metcalfe,ciencias,Donna,A
Neil,Metcalfe,espanhol,Robert,B
Neil,Metcalfe,matematica,John,D
Katherine,Tucker,artes,Kenneth,C
Katherine,Tucker,biologia,William,B
Katherine,Tucker,portugues,Elizabeth,B
Sally,Paterson,artes,Brian,A
Sally,Paterson,ingles,Karen,B
Sally,Paterson,matematica,Paul,B
Anne,Dyer,historia,Carol,C
Anne,Dyer,filosofia,George,A
Anne,Dyer,portugues,Elizabeth,D
Robert,Peake,ingles,Michael,B
Robert,Peake,portugues,Patricia,B
Robert,Peake,sociologia,Bertie,B
Grace,Rampling,biologia,Sarah,A
Grace,Rampling,ingles,Karen,A
Grace,Rampling,artes,Brian,B
Vanessa,McDonald,biologia,Sarah,D
Vanessa,McDonald,ciencias,Donna,C
Vanessa,McDonald,historia,Carol,A
Vanessa,Quinn,ingles,Michael,D
Vanessa,Quinn,filosofia,George,A
Sam,Bell,ingles,Susan,B
Sam,Bell,matematica,Paul,D
Sebastian,Ball,ingles,Susan,C
Sebastian,Ball,ciencias,Donna,A
Sebastian,Ball,artes,Brian,B
Bella,May,espanhol,Robert,C
Bella,May,ingles,Susan,C
Luke,Peters,sociologia,Bertie,D
Luke,Peters,ciencias,Donna,A
Luke,Peters,artes,Brian,D
Jane,Rampling,portugues,Patricia,A
Jane,Rampling,sociologia,Bertie,C
Jane,Rampling,artes,Kenneth,D
Lucas,Skinner,matematica,John,C
Lucas,Skinner,geografia,Dorothy,B
Lucas,Skinner,artes,Kenneth,D
Sophie,Payne,filosofia,George,D
Sophie,Payne,ciencias,Donna,B
Sophie,Payne,artes,Kenneth,A
Gabrielle,Lee,ingles,Michael,A
Gabrielle,Lee,geografia,Ruth,D
Trevor,Gray,matematica,Paul,C
Trevor,Gray,ciencias,Donna,C
Trevor,Gray,portugues,Elizabeth,C
Amelia,Stewart,historia,Carol,A
Amelia,Stewart,portugues,Patricia,C
Emma,Arnold,portugues,Patricia,D
Emma,Arnold,ciencias,Donna,C
Emma,Arnold,biologia,Sarah,A
John,Hardacre,biologia,Sarah,A
John,Hardacre,historia,Carol,B
Ava,Knox,portugues,Patricia,A
Ava,Knox,sociologia,Bertie,C
Ava,Knox,ciencias,Donna,C
Sam,Rutherford,sociologia,Bertie,B
Sam,Rutherford,filosofia,George,A
Sam,Rutherford,artes,Brian,D
Liam,Alsop,ciencias,Donna,D
Liam,Alsop,filosofia,George,C
Liam,Alsop,ingles,Susan,A
Penelope,Poole,matematica,Paul,D
Penelope,Poole,espanhol,Robert,D
Penelope,Poole,filosofia,George,D
Christian,Bond,portugues,Elizabeth,A
Christian,Bond,historia,Carol,C
Christian,Bond,biologia,William,D
Megan,Ogden,biologia,Sarah,B
Megan,Ogden,ingles,Michael,B
Megan,Ogden,ciencias,Donna,C
Peter,Burgess,espanhol,Robert,A
Peter,Burgess,filosofia,George,D
Peter,Burgess,matematica,Charles,A
Julian,Walker,geografia,Dorothy,C
Julian,Walker,biologia,William,C
Julian,Walker,historia,Carol,D
Christian,Marshall,matematica,John,B
Christian,Marshall,sociologia,Bertie,D
Christian,Marshall,artes,Brian,C
Carol,Jones,biologia,Sarah,D
Carol,Jones,filosofia,George,D
Colin,Parr,artes,Brian,C
Colin,Parr,geografia,Ruth,C
Colin,Parr,historia,Carol,D
Max,Reid,geografia,Dorothy,B
Max,Reid,sociologia,Bertie,D
Max,Reid,historia,Carol,A
Jake,Wilkins,ingles,Michael,D
Jake,Wilkins,biologia,William,D
Diane,Baker,portugues,James,D
Diane,Baker,biologia,William,C
Diane,Baker,sociologia,Bertie,B
Julia,Young,filosofia,George,A
Julia,Young,geografia,Ruth,A
Julia,Young,ingles,Karen,B
Amanda,Nolan,espanhol,Robert,B
Amanda,Nolan,artes,Brian,A
Hannah,Ellison,artes,Kenneth,D
Hannah,Ellison,ingles,Michael,A
Hannah,Ellison,matematica,Donald,B
Joe,McLean,filosofia,George,D
Joe,McLean,historia,Carol,B
Joe,McLean,matematica,John,B
Andrea,Powell,matematica,Donald,D
Andrea,Powell,ciencias,Donna,C
Andrea,Powell,filosofia,George,B
Stephen,Springer,matematica,Charles,D
Stephen,Springer,historia,Carol,D
Stephen,Springer,filosofia,George,A
Neil,Reid,historia,Carol,D
Neil,Reid,matematica,John,C
Neil,Reid,biologia,Sarah,D
Una,Marshall,ingles,Michael,B
Una,Marshall,artes,Kenneth,A
Una,Marshall,filosofia,George,A
Liam,Langdon,sociologia,Bertie,B
Liam,Langdon,historia,Carol,A
Liam,Langdon,biologia,William,A
Blake,Duncan,ciencias,Donna,D
Blake,Duncan,ingles,Susan,A
Blake,Duncan,biologia,William,D
Jasmine,Simpson,biologia,William,A
Jasmine,Simpson,filosofia,George,A
Victor,Paterson,artes,Kenneth,C
Victor,Paterson,sociologia,Bertie,B
Evan,Morgan,filosofia,George,C
Evan,Morgan,espanhol,Robert,B
Evan,Morgan,ingles,Susan,C
Ryan,Peters,matematica,Charles,A
Ryan,Peters,filosofia,George,A
Rachel,Baker,historia,Carol,B
Rachel,Baker,biologia,William,D
Rachel,Baker,filosofia,George,C
Paul,Thomson,filosofia,George,A
Paul,Thomson,artes,Brian,D
Paul,Thomson,portugues,Patricia,A
Paul,Langdon,filosofia,George,C
Paul,Langdon,sociologia,Bertie,D
Ella,Ogden,espanhol,Robert,A
Joshua,Bond,historia,Carol,B
Joshua,Bond,artes,Kenneth,C
Joshua,Bond,geografia,Dorothy,D
Katherine,Gray,artes,Brian,B
Katherine,Gray,portugues,Patricia,D
Katherine,Gray,ciencias,Donna,C
Karen,Newman,geografia,Dorothy,D
Karen,Newman,portugues,James,B
Karen,Newman,matematica,Paul,C
Zoe,Watson,ingles,Michael,C
Zoe,Watson,historia,Carol,A
Zoe,Watson,artes,Kenneth,C
Kylie,Parr,espanhol,Robert,B
Kylie,Parr,historia,Carol,B
Isaac,Roberts,artes,Kenneth,D
Isaac,Roberts,matematica,Charles,C
Isaac,Roberts,historia,Carol,C
Melanie,Miller,matematica,Donald,A
Melanie,Miller,biologia,Sarah,B
Melanie,Miller,sociologia,Bertie,B
Abigail,Ogden,matematica,Donald,C
Abigail,Ogden,geografia,Ruth,B
Abigail,Ogden,biologia,Sarah,D
Peter,Sanderson,ingles,Susan,D
Peter,Sanderson,ciencias,Donna,B
Fiona,Manning,biologia,Sarah,D
Fiona,Manning,ciencias,Donna,A
Warren,Martin,ingles,Karen,D
Warren,Martin,portugues,Patricia,C
Leonard,Piper,sociologia,Bertie,A
Leonard,Piper,ingles,Michael,B
Leonard,Piper,ciencias,Donna,A
Rebecca,Fisher,geografia,Dorothy,D
Joe,Buckland,portugues,Elizabeth,A
Joe,Buckland,geografia,Ruth,B
Joe,Buckland,espanhol,Robert,C
Molly,May,biologia,Sarah,A
Molly,May,espanhol,Robert,D
Molly,May,portugues,Patricia,D
Anthony,Brown,biologia,William,A
Anthony,Brown,portugues,James,C
Anthony,Brown,artes,Kenneth,C
Nicholas,Glover,historia,Carol,D
Nicholas,Glover,artes,Kenneth,C
Jacob,Manning,geografia,Ruth,C
Jacob,Manning,ciencias,Donna,C
Jacob,Manning,matematica,John,A
Ian,Vance,portugues,Elizabeth,C
Ian,Vance,sociologia,Bertie,B
Ian,Vance,artes,Brian,C
Victoria,Bailey,matematica,John,A
Victoria,Bailey,filosofia,George,C
Victoria,Bailey,portugues,Patricia,B
Dan,Oliver,matematica,John,D
Dan,Oliver,portugues,Patricia,A
Dan,Oliver,espanhol,Robert,B
Cameron,Payne,ingles,Karen,B
Cameron,Payne,matematica,Paul,B
Colin,Pullman,espanhol,Robert,C
Colin,Pullman,ciencias,Donna,A
Colin,Pullman,matematica,Charles,A
Charles,Morgan,espanhol,Robert,D
Charles,Morgan,geografia,Ruth,A
Charles,Morgan,filosofia,George,C
Una,Smith,ciencias,Donna,D
Una,Smith,filosofia,George,C
Tim,Berry,portugues,James,C
Tim,Berry,biologia,William,C
Donna,Robertson,filosofia,George,C
Donna,Robertson,historia,Carol,A
Donna,Robertson,ciencias,Donna,C
Victor,Lambert,filosofia,George,B
Victor,Lambert,portugues,Margaret,B
Victor,Lambert,artes,Kenneth,B
Leah,Martin,geografia,Ruth,C
Leah,Martin,espanhol,Robert,B
Leah,Martin,matematica,Charles,A
Lillian,Newman,biologia,William,C
Lillian,Newman,filosofia,George,C
Lillian,Newman,ingles,Michael,C
Deirdre,Nolan,matematica,Charles,D
Deirdre,Nolan,espanhol,Robert,B
Deirdre,Nolan,ingles,Susan,D
Jane,Watson,ingles,Susan,A
Jane,Watson,artes,Kenneth,B
Jane,Watson,espanhol,Robert,B
Frank,Hemmings,historia,Carol,D
Frank,Hemmings,ciencias,Donna,C
Frank,Hemmings,espanhol,Robert,D
Tracey,Young,espanhol,Robert,B
Tracey,Young,historia,Carol,D
Tracey,Young,artes,Brian,C
Isaac,Alsop,ciencias,Donna,D
Isaac,Alsop,ingles,Michael,A
Isaac,Alsop,historia,Carol,D
Samantha,Johnston,sociologia,Bertie,B
Samantha,Johnston,matematica,Charles,B
Karen,Sanderson,filosofia,George,D
Karen,Sanderson,espanhol,Robert,D
Karen,Sanderson,matematica,Donald,D
James,Stewart,portugues,James,B
James,Stewart,artes,Kenneth,D
James,Stewart,historia,Carol,A
Rebecca,Jackson,biologia,Sarah,C
Rebecca,Jackson,matematica,Donald,B
Rebecca,Jackson,sociologia,Bertie,B
Samantha,Parr,filosofia,George,B
Samantha,Parr,geografia,Dorothy,D
Tim,Murray,matematica,Paul,C
Tim,Murray,biologia,William,D
Justin,Piper,geografia,Dorothy,C
Justin,Piper,ciencias,Donna,D
Justin,Piper,sociologia,Bertie,A
Joe,Tucker,artes,Kenneth,C
Joe,Tucker,sociologia,Bertie,A
Joe,Tucker,filosofia,George,D
Chloe,Smith,sociologia,Bertie,D
Chloe,Smith,espanhol,Robert,D
Chloe,Smith,ingles,Susan,A
Julian,Cameron,historia,Carol,B
Julian,Cameron,biologia,Sarah,B
Julian,Cameron,espanhol,Robert,C
Jessica,Paige,sociologia,Bertie,B
Jessica,Paige,artes,Brian,B
Jessica,Paige,historia,Carol,A
Joan,Harris,matematica,Donald,C
Joan,Harris,biologia,William,B
Joan,Harris,espanhol,Robert,D
Molly,Knox,artes,Brian,D
Molly,Knox,matematica,Charles,B
Molly,Knox,biologia,William,D
Blake,Ball,portugues,Elizabeth,A
Blake,Ball,biologia,Sarah,B
Blake,Ball,filosofia,George,A
Vanessa,Poole,filosofia,George,A
Vanessa,Poole,sociologia,Bertie,D
Joan,Morgan,sociologia,Bertie,D
Joan,Morgan,ingles,Karen,C
Joan,Morgan,portugues,Elizabeth,A
Alexandra,Nash,ciencias,Donna,C
Alexandra,Nash,sociologia,Bertie,D
Alexandra,Nash,portugues,Elizabeth,C
Felicity,Lambert,espanhol,Robert,C
Felicity,Lambert,historia,Carol,C
Sarah,Butler,historia,Carol,A
Sarah,Butler,matematica,Paul,C
Sarah,Butler,ingles,Michael,D
Austin,Hemmings,portugues,Margaret,C
Austin,Hemmings,ingles,Karen,D
Austin,Hemmings,artes,Brian,D
Faith,Piper,historia,Carol,A
Faith,Piper,sociologia,Bertie,C
Faith,Piper,matematica,Donald,C
Carol,Anderson,matematica,Paul,B
Carol,Anderson,filosofia,George,C
Carol,Anderson,portugues,Margaret,D
Dylan,Blake,biologia,Sarah,B
Dylan,Blake,ingles,Susan,A
Dylan,Blake,geografia,Ruth,A
Deirdre,Peake,artes,Brian,B
Deirdre,Peake,geografia,Dorothy,C
Piers,Berry,ciencias,Donna,B
Piers,Berry,portugues,Margaret,A
Piers,Berry,geografia,Ruth,C
Dorothy,Lyman,portugues,Margaret,B
Dorothy,Lyman,historia,Carol,C
Jonathan,Clarkson,sociologia,Bertie,C
Jonathan,Clarkson,ciencias,Donna,C
Jonathan,Clarkson,artes,Kenneth,B
Andrea,Taylor,artes,Kenneth,C
Andrea,Taylor,portugues,Elizabeth,C
Jacob,North,historia,Carol,A
Jacob,North,ingles,Susan,A
Jacob,North,filosofia,George,B
Wanda,Nash,geografia,Dorothy,D
Wanda,Nash,filosofia,George,A
Maria,Powell,artes,Kenneth,A
Maria,Powell,sociologia,Bertie,A
Jennifer,Murray,ingles,Karen,B
Jennifer,Murray,historia,Carol,D
Jennifer,Murray,biologia,William,D
Christopher,Hamilton,geografia,Ruth,D
Christopher,Hamilton,ciencias,Donna,B
Kimberly,Graham,geografia,Dorothy,A
Kimberly,Graham,artes,Brian,B
Kimberly,Graham,filosofia,George,A
Julian,Clark,ingles,Susan,B
Julian,Clark,matematica,Donald,D
Sam,Davies,portugues,Patricia,D
Sam,Davies,filosofia,George,A
Sam,Davies,historia,Carol,A
Christian,Ball,espanhol,Robert,B
Christian,Ball,filosofia,George,A
Christian,Ball,biologia,Sarah,A
Austin,Black,matematica,Charles,B
Austin,Black,espanhol,Robert,A
Connor,Mathis,sociologia,Bertie,D
Connor,Mathis,espanhol,Robert,D
Connor,Mathis,artes,Brian,D
Joseph,Sharp,matematica,John,B
Joseph,Sharp,historia,Carol,B
Joseph,Sharp,artes,Kenneth,C
Frank,Kerr,espanhol,Robert,C
Frank,Kerr,portugues,Margaret,B
Frank,Kerr,biologia,William,B
Emma,McDonald,ciencias,Donna,D
Emma,McDonald,geografia,Dorothy,D
Emma,McDonald,ingles,Karen,B
Edward,James,ingles,Karen,D
Edward,James,matematica,Paul,A
Kimberly,Butler,historia,Carol,A
Kimberly,Butler,ingles,Michael,C
Kimberly,Butler,sociologia,Bertie,B
Peter,North,ingles,Michael,D
Peter,North,filosofia,George,D
Peter,North,artes,Kenneth,B
Diana,McDonald,historia,Carol,D
Diana,McDonald,artes,Brian,C
Diana,McDonald,matematica,Paul,D
Donna,Grant,ingles,Karen,B
Donna,Grant,artes,Kenneth,C
Donna,Grant,filosofia,George,C
Wanda,Jackson,historia,Carol,A
Wanda,Jackson,biologia,Sarah,B
Wanda,Jackson,geografia,Dorothy,B
Stephen,Brown,ciencias,Donna,A
Stephen,Brown,espanhol,Robert,A
Stephen,Brown,matematica,Paul,B
Jan,Alsop,sociologia,Bertie,A
Jan,Alsop,artes,Kenneth,C
Jan,Alsop,filosofia,George,D
Dan,McLean,historia,Carol,B
Dan,McLean,portugues,James,A
Dan,McLean,geografia,Ruth,A
Isaac,Bond,ciencias,Donna,A
Isaac,Bond,historia,Carol,D
Isaac,Bond,biologia,William,B
Keith,Kelly,portugues,Patricia,C
Keith,Kelly,artes,Kenneth,B
Keith,Kelly,ingles,Michael,D
Samantha,Buckland,filosofia,George,C
Samantha,Buckland,ingles,Susan,C
Samantha,Buckland,sociologia,Bertie,C
Samantha,Kelly,sociologia,Bertie,D
Samantha,Kelly,ingles,Susan,D
Theresa,Lyman,ingles,Karen,D
Theresa,Lyman,ciencias,Donna,C
Lucas,McGrath,filosofia,George,B
Lucas,McGrath,espanhol,Robert,B
Lucas,McGrath,historia,Carol,B
Lillian,Miller,filosofia,George,C
Lillian,Miller,ingles,Susan,B
Lillian,Miller,matematica,Paul,A
Amelia,Fraser,artes,Brian,D
Amelia,Fraser,sociologia,Bertie,C
Amelia,Fraser,ingles,Karen,D
Sonia,Robertson,artes,Kenneth,B
Sonia,Robertson,geografia,Dorothy,C
Sonia,Robertson,filosofia,George,D
Leah,Forsyth,portugues,Patricia,A
Leah,Forsyth,filosofia,George,D
Leah,Forsyth,matematica,Charles,C
Emily,James,historia,Carol,C
Emily,James,ciencias,Donna,A
Victoria,Butler,geografia,Dorothy,A
Victoria,Butler,historia,Carol,C
Victoria,Butler,matematica,John,B
Jack,Dyer,sociologia,Bertie,B
Jack,Dyer,ingles,Michael,A
Jack,Dyer,espanhol,Robert,D
Kevin,Ogden,biologia,William,D
Kevin,Ogden,matematica,John,D
Kevin,Ogden,artes,Brian,D
Grace,Metcalfe,historia,Carol,C
Grace,Metcalfe,artes,Brian,D
Grace,Metcalfe,portugues,Patricia,A
Victor,McGrath,historia,Carol,A
Victor,McGrath,biologia,Sarah,B
Victor,McGrath,sociologia,Bertie,B
Abigail,Oliver,geografia,Ruth,B
Abigail,Oliver,biologia,Sarah,B
Abigail,Oliver,filosofia,George,D
Peter,Grant,geografia,Ruth,C
Peter,Grant,filosofia,George,B
Peter,Grant,ciencias,Donna,D
Nicola,Gill,ingles,Susan,A
Nicola,Gill,artes,Brian,C
Nicola,Gill,matematica,John,A
Alexandra,Powell,filosofia,George,B
Alexandra,Powell,portugues,James,D
Alexandra,Powell,espanhol,Robert,C
Anthony,Ferguson,ciencias,Donna,B
Anthony,Ferguson,artes,Kenneth,A
Anthony,Ferguson,portugues,James,C
Keith,Forsyth,biologia,Sarah,A
Keith,Forsyth,artes,Brian,D
Keith,Forsyth,portugues,James,A
Melanie,Dickens,matematica,John,D
Melanie,Dickens,filosofia,George,D
Melanie,Dickens,geografia,Ruth,D
Irene,Manning,ciencias,Donna,D
Irene,Manning,portugues,James,D
Irene,Manning,espanhol,Robert,D
Christopher,Kerr,geografia,Ruth,C
Christopher,Kerr,ciencias,Donna,B
Christopher,Kerr,sociologia,Bertie,B
Maria,May,espanhol,Robert,A
Maria,May,ciencias,Donna,D
Maria,May,ingles,Michael,A
Carol,Cornish,historia,Carol,A
Carol,Cornish,portugues,Margaret,D
Carol,Cornish,sociologia,Bertie,A
Frank,Greene,portugues,James,A
Frank,Greene,matematica,Paul,D
Frank,Greene,historia,Carol,C
Harry,Edmunds,historia,Carol,A
Harry,Edmunds,artes,Brian,C
Harry,Edmunds,filosofia,George,D
Max,Smith,ciencias,Donna,A
Max,Smith,portugues,Patricia,C
Max,Smith,espanhol,Robert,D
Christian,Bailey,biologia,Sarah,B
Christian,Bailey,sociologia,Bertie,B
Christian,Bailey,filosofia,George,B
Jake,Mitchell,matematica,Charles,A
Jake,Mitchell,portugues,Patricia,A
Jake,Mitchell,ciencias,Donna,A
Joanne,Morrison,portugues,James,B
Joanne,Morrison,matematica,John,A
Joanne,Morrison,geografia,Dorothy,C
Molly,Hill,ingles,Karen,D
Molly,Hill,matematica,Donald,A
Molly,Hill,sociologia,Bertie,A
Harry,Piper,biologia,Sarah,A
Harry,Piper,portugues,Patricia,D
Harry,Piper,sociologia,Bertie,B
Madeleine,Carr,ingles,Michael,A
Madeleine,Carr,biologia,William,D
Diane,Henderson,ingles,Michael,A
Diane,Henderson,portugues,Elizabeth,A
Diane,Henderson,matematica,John,D
Max,Abraham,biologia,Sarah,D
Max,Abraham,sociologia,Bertie,A
Max,Abraham,historia,Carol,B
Abigail,Miller,ingles,Susan,C
Abigail,Miller,portugues,James,A
Abigail,Miller,espanhol,Robert,C
Connor,Edmunds,filosofia,George,B
Connor,Edmunds,geografia,Ruth,D
Connor,Edmunds,historia,Carol,A
Anne,Walker,filosofia,George,B
Anne,Walker,ingles,Karen,A
Yvonne,Springer,espanhol,Robert,A
Yvonne,Springer,filosofia,George,A
Yvonne,Springer,ciencias,Donna,D
Anne,Burgess,geografia,Dorothy,A
Anne,Burgess,filosofia,George,A
Anne,Burgess,espanhol,Robert,B
Jack,Dowd,historia,Carol,B
Jack,Dowd,ciencias,Donna,A
Jack,Dowd,portugues,Elizabeth,B
Madeleine,Sharp,ingles,Susan,D
Madeleine,Sharp,espanhol,Robert,D
Madeleine,Sharp,filosofia,George,B
Michael,Simpson,sociologia,Bertie,D
Michael,Simpson,artes,Brian,A
Michael,Simpson,geografia,Ruth,A
Victor,Peters,ingles,Karen,D
Victor,Peters,ciencias,Donna,C
Megan,Greene,portugues,Margaret,D
Megan,Greene,historia,Carol,C
Megan,Greene,espanhol,Robert,A
William,Vaughan,historia,Carol,D
William,Vaughan,ingles,Michael,D
Karen,McDonald,filosofia,George,B
Karen,McDonald,geografia,Ruth,D
Karen,McDonald,ciencias,Donna,B
Nicola,Robertson,ciencias,Donna,D
Nicola,Robertson,sociologia,Bertie,B
Nicola,Robertson,artes,Kenneth,D
Neil,Parsons,espanhol,Robert,D
Neil,Parsons,biologia,William,C
Neil,Parsons,sociologia,Bertie,A
Sean,Hemmings,ingles,Susan,D
Leah,McGrath,matematica,Charles,D
Leah,McGrath,sociologia,Bertie,A
Leah,McGrath,artes,Kenneth,D
Ella,Clarkson,artes,Kenneth,B
Ella,Clarkson,geografia,Ruth,D
Ella,Clarkson,ingles,Karen,C
Matt,Parsons,espanhol,Robert,A
Matt,Parsons,geografia,Ruth,D
Matt,Parsons,ingles,Susan,D
Dylan,Hodges,espanhol,Robert,D
Dylan,Hodges,matematica,Donald,A
Dylan,Hodges,ciencias,Donna,A
Sue,Randall,portugues,Margaret,A
Sue,Randall,matematica,John,B
Sue,Randall,geografia,Ruth,A
Lucas,Poole,matematica,Paul,C
Lucas,Poole,artes,Kenneth,D
Lucas,Poole,biologia,William,C
Faith,Kelly,portugues,Elizabeth,A
Faith,Kelly,artes,Kenneth,A
Faith,Kelly,sociologia,Bertie,A
Colin,Oliver,artes,Brian,D
Colin,Oliver,matematica,Paul,B
Colin,Oliver,ingles,Michael,C
Joe,Young,geografia,Dorothy,D
Joe,Young,espanhol,Robert,A
Joe,Young,portugues,Margaret,D
Adrian,Cameron,ciencias,Donna,C
Adrian,Cameron,espanhol,Robert,C
Adrian,Cameron,geografia,Dorothy,C
Sophie,Newman,historia,Carol,A
Sophie,Newman,artes,Kenneth,A
Sophie,Newman,sociologia,Bertie,B
Sean,Rutherford,espanhol,Robert,C
Sean,Rutherford,sociologia,Bertie,A
Sean,Rutherford,historia,Carol,C
Maria,Bower,historia,Carol,D
Maria,Bower,espanhol,Robert,B
Maria,Bower,sociologia,Bertie,D
Sam,Bower,portugues,James,C
Sam,Bower,historia,Carol,D
Kylie,McDonald,filosofia,George,D
Kylie,McDonald,ciencias,Donna,B
Kylie,McDonald,matematica,Donald,C
Joseph,Abraham,artes,Brian,D
Joseph,Abraham,portugues,Elizabeth,B
Ella,Wilkins,filosofia,George,D
Ella,Wilkins,ingles,Karen,D
Ella,Wilkins,portugues,Margaret,C
Joanne,Nolan,espanhol,Robert,B
Joanne,Nolan,historia,Carol,D
Joanne,Nolan,portugues,Margaret,A
Alison,James,biologia,William,B
Alison,James,filosofia,George,A
Olivia,Bell,biologia,Sarah,C
Olivia,Bell,historia,Carol,C
Olivia,Bell,matematica,Charles,C
Sue,Ball,sociologia,Bertie,C
Sue,Ball,matematica,Charles,D
Sue,Ball,historia,Carol,C
Jessica,Powell,ingles,Michael,B
Jessica,Powell,artes,Brian,A
Jessica,Powell,historia,Carol,C
Katherine,Simpson,filosofia,George,B
Katherine,Simpson,sociologia,Bertie,A
Katherine,Simpson,matematica,John,C
Jasmine,Nolan,filosofia,George,D
Jasmine,Nolan,matematica,Donald,B
Jasmine,Nolan,sociologia,Bertie,A
Charles,Welch,artes,Brian,A
Charles,Welch,geografia,Dorothy,C
Charles,Welch,filosofia,George,D
Stewart,Cameron,artes,Brian,D
Stewart,Cameron,portugues,Elizabeth,A
Nicholas,Bell,matematica,Charles,C
Nicholas,Bell,historia,Carol,D
Nicholas,Bell,portugues,Patricia,C
Jan,Ross,ciencias,Donna,D
Jan,Ross,biologia,Sarah,D
Jan,Ross,espanhol,Robert,B
Kimberly,Roberts,artes,Kenneth,B
Kimberly,Roberts,historia,Carol,B
David,Piper,filosofia,George,A
David,Piper,biologia,William,C
Felicity,Robertson,artes,Brian,D
Felicity,Robertson,ingles,Karen,B
Felicity,Robertson,ciencias,Donna,C
Joe,Rutherford,sociologia,Bertie,B
Joe,Rutherford,ciencias,Donna,A
Thomas,Wilkins,artes,Brian,C
Thomas,Wilkins,filosofia,George,D
Thomas,Wilkins,geografia,Dorothy,B
Deirdre,Ferguson,sociologia,Bertie,C
Deirdre,Ferguson,ciencias,Donna,D
Deirdre,Ferguson,ingles,Susan,C
Madeleine,Manning,biologia,William,C
Madeleine,Manning,portugues,Elizabeth,C
Madeleine,Manning,geografia,Dorothy,C
Grace,Powell,filosofia,George,A
Grace,Powell,sociologia,Bertie,D
Grace,Powell,matematica,Paul,A
Ryan,Parr,portugues,Elizabeth,A
Ryan,Parr,sociologia,Bertie,B
Ryan,Parr,ingles,Susan,A
Hannah,Parsons,sociologia,Bertie,A
Hannah,Parsons,espanhol,Robert,D
Chloe,Slater,ingles,Karen,B
Chloe,Slater,ciencias,Donna,A
Chloe,Slater,espanhol,Robert,B
Sophie,Bower,portugues,Margaret,B
Sophie,Bower,ciencias,Donna,A
Bernadette,Lee,artes,Brian,C
Bernadette,Lee,historia,Carol,C
Stephen,Lyman,historia,Carol,B
Stephen,Lyman,filosofia,George,C
Stephen,Lyman,artes,Kenneth,C
Alan,Gray,artes,Kenneth,D
Alan,Gray,sociologia,Bertie,B
Alan,Gray,filosofia,George,D
Victor,Morgan,historia,Carol,D
Victor,Morgan,portugues,James,A
